         225759 function calls (216231 primitive calls) in 6.879 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      107    0.000    0.000    0.014    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2006(yview_moveto)
        1    0.013    0.013    0.013    0.013 {built-in method time.sleep}
      111    0.000    0.000    0.012    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1689(summary)
  442/111    0.001    0.000    0.012    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1664(_do_summary)
      108    0.000    0.000    0.012    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\arch\libpcap.py:132(select)
      108    0.011    0.000    0.012    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\automaton.py:64(select_objects)
     1627    0.001    0.000    0.012    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1366(__getitem__)
        3    0.000    0.000    0.011    0.004 C:\Users\corys\source\repos\PcapAnalyzer\main.py:996(on_packet_select)
      111    0.005    0.000    0.011    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:289(decode_payload)
4208/1627    0.007    0.000    0.010    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1299(getlayer)
  349/111    0.003    0.000    0.010    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1535(sprintf)
7483/2267    0.007    0.000    0.009    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1271(haslayer)
      111    0.001    0.000    0.009    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:134(decode_layer3)
    11374    0.003    0.000    0.009    0.000 {built-in method builtins.all}
       95    0.000    0.000    0.009    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\inet.py:865(mysummary)
    54028    0.008    0.000    0.008    0.000 {method 'count' of 'bytes' objects}
     2741    0.003    0.000    0.008    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:477(__getattr__)
        3    0.001    0.000    0.007    0.002 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1025(update_payload_analysis)
      106    0.000    0.000    0.007    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1983(__init__)
58927/58816    0.004    0.000    0.006    0.000 {built-in method builtins.len}
      111    0.001    0.000    0.006    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:193(decode_layer7)
      107    0.000    0.000    0.006    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1324(insert)
      328    0.000    0.000    0.006    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:607(__bytes__)
      111    0.001    0.000    0.005    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:165(decode_layer4)
      328    0.000    0.000    0.005    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:761(build)
    13546    0.005    0.000    0.005    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:509(__setattr__)
     1668    0.002    0.000    0.005    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:249(getfield)
      107    0.001    0.000    0.005    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:425(set)
      107    0.004    0.000    0.005    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        3    0.000    0.000    0.004    0.001 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1480(analyze_payload)
  993/328    0.001    0.000    0.004    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:739(do_build)
      480    0.002    0.000    0.004    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:2404(getfield)
    25396    0.004    0.000    0.004    0.000 {built-in method builtins.isinstance}
  993/328    0.000    0.000    0.003    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:730(do_build_payload)
      110    0.000    0.000    0.003    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:42(_format_optdict)
      111    0.000    0.000    0.003    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:111(get_timestamp)
      111    0.000    0.000    0.003    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:335(identify_protocols)
      222    0.000    0.000    0.003    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:2615(i2repr)
      222    0.002    0.000    0.003    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:2594(i2repr_one)
      106    0.002    0.000    0.003    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\json\__init__.py:299(loads)
      430    0.001    0.000    0.003    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:256(init_fields)
      107    0.000    0.000    0.003    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:32(_format_optvalue)
      978    0.001    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:693(self_build)
      103    0.002    0.000    0.002    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1778(analyze_packet_for_location)
    13193    0.002    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:453(getfieldval)
     3249    0.002    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:465(getfield_and_val)
      111    0.002    0.000    0.002    0.000 {method 'strftime' of 'datetime.date' objects}
      271    0.000    0.000    0.002    0.000 {method 'join' of 'str' objects}
      107    0.000    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:58(_join)
     1343    0.000    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3839(insert)
      599    0.000    0.000    0.002    0.000 {built-in method builtins.hasattr}
      105    0.000    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3626(set)
      430    0.002    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1795(__new__)
    12619    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
      111    0.000    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:648(__len__)
        3    0.000    0.000    0.002    0.001 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1551(analyze_data_patterns)
      111    0.000    0.000    0.002    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:117(decode_layer2)
     1822    0.002    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:208(m2i)
      430    0.001    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:283(do_init_cached_fields)
      642    0.001    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:63(_stringify)
      756    0.001    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:663(_raw_packet_cache_field_value)
       16    0.000    0.000    0.002    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\inet.py:809(mysummary)
       24    0.001    0.000    0.002    0.000 c:\program files\microsoft visual studio\2022\community\common7\ide\extensions\microsoft\python\core\debugpy\_vendored\pydevd\pydevd.py:1777(process_internal_commands)
        3    0.001    0.000    0.002    0.001 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1560(find_number_sequences)
      124    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:3215(m2i)
      248    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:2991(__init__)
  330/322    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:373(add_payload)
     8307    0.001    0.000    0.001    0.000 {built-in method _struct.unpack}
      108    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\queue.py:122(put)
      283    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:3199(_fixup_val)
      792    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     7483    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1282(<lambda>)
      426    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:666(<lambda>)
      222    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:902(i2repr)
      216    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:813(m2i)
      140    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:262(do_copy)
     1962    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:315(__getattr__)
      214    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:692(deletecommand)
      666    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:872(i2h)
      333    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:932(i2h)
      216    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\utils.py:676(str2mac)
       24    0.000    0.000    0.001    0.000 c:\program files\microsoft visual studio\2022\community\common7\ide\extensions\microsoft\python\core\debugpy\_vendored\pydevd\pydevd.py:314(can_exit)
     2757    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      108    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:1785(getfield)
     1106    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\config.py:1121(__getattribute__)
     4208    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:1315(<lambda>)
        3    0.001    0.000    0.001    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1730(analyze_structure)
      104    0.000    0.000    0.001    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:621(identify_file_signature)
     4541    0.001    0.000    0.001    0.000 {built-in method math.log2}
      124    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:3131(copy)
       12    0.001    0.000    0.001    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1506(try_decode_chunk)
        3    0.000    0.000    0.001    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1493(create_hex_dump)
      744    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:3117(__setattr__)
     2842    0.001    0.000    0.001    0.000 {method 'unpack' of '_struct.Struct' objects}
      111    0.000    0.000    0.001    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:391(decode_ip_flags)
      333    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\inet.py:527(i2h)
     3249    0.001    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:368(get_field)
       48    0.000    0.000    0.001    0.000 c:\program files\microsoft visual studio\2022\community\common7\ide\extensions\microsoft\python\core\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_daemon_thread.py:107(new_threading_enumerate)
     2120    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     1284    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
      886    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\config.py:194(__contains__)
      108    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\l2.py:299(dispatch_hook)
      109    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\base64.py:65(b64decode)
        3    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1623(_substitute)
      108    0.000    0.000    0.001    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\inet.py:548(<lambda>)
     2378    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       24    0.000    0.000    0.001    0.000 c:\program files\microsoft visual studio\2022\community\common7\ide\extensions\microsoft\python\core\debugpy\_vendored\pydevd\pydevd.py:1480(has_user_threads_alive)
      254    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:3025(__ne__)
        3    0.000    0.000    0.000    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1686(calculate_entropy)
      502    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:2978(_fixvalue)
     2254    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
      108    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\layers\inet.py:564(extract_padding)
      222    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:876(resolve)
        3    0.000    0.000    0.000    0.000 C:\Users\corys\source\repos\PcapAnalyzer\main.py:1010(update_packet_details)
      140    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\queue.py:209(_qsize)
  435/113    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\packet.py:357(dissection_done)
     1510    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     2030    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
      111    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
      216    0.000    0.000    0.000    0.000 C:\Users\corys\AppData\Local\Programs\Python\Python312\Lib\site-packages\scapy\fields.py:894(m2i)
